cum_reactions,n_reagents,named_reaction,parent,reactions_added,reagents,reward,smiles,step,template_id
146,1,Direct acid -> amine (reductive),CC(N)CN1CCCC(=O)C1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.7177,CC(CN1CCCC(=O)C1)NCC1Cc2ccccc2CN1,122,137
147,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,1,N#Cc1cccc(C(=O)CBr)c1,0.6867,CC(CN1CCCC(=O)C1)NC(CBr)c1cccc(C#N)c1,123,72
148,1,Reductive amination (aldehyde),CC(N)CN1CCCC(=O)C1,1,COc1cc(C(F)(F)F)ccc1C=O,0.6524,COc1cc(C(F)(F)F)ccc1CNC(C)CN1CCCC(=O)C1,124,68
149,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,1,O=C(CCl)c1ccc(Cl)c(Cl)c1,0.643,CC(CN1CCCC(=O)C1)NC(CCl)c1ccc(Cl)c(Cl)c1,125,72
150,1,Buchwald-Hartwig amination,CC(N)CN1CCCC(=O)C1,1,Nc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,0.6255,CC(CN1CCCC(=O)C1)Nc1ccc2[nH]cc(CNc3cccc(Br)c3N)c2c1,126,112
151,1,Urea formation (amine + amine),CC(N)CN1CCCC(=O)C1,1,NCCN1CCN(c2cc(F)ccc2C(=O)CCl)CC1,0.6093,CC(CN1CCCC(=O)C1)NC(=O)NCCN1CCN(c2cc(F)ccc2C(=O)CCl)CC1,127,125
152,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,1,COc1ccccc1CN,0.5548,COc1ccccc1CNC1CCCN(CC(C)N)C1,128,73
155,1,Reductive amination (aldehyde),COc1ccccc1CCNCCNC1CC1,3,O=Cc1c[nH]c2ccc(Br)cc12,1.0,COc1ccccc1CCNCCN(Cc1c[nH]c2ccc(Br)cc12)C1CC1,129,70
156,1,Reductive amination (aldehyde),COc1ccccc1CCNCCNC1CC1,1,O=Cc1c[nH]c2ccc(F)cc12,1.0,COc1ccccc1CCN(CCNC1CC1)Cc1c[nH]c2ccc(F)cc12,130,70
157,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,O=C(O)C1CCN1c1ccnc(F)c1,1.0,COc1ccccc1CCNCCN(CC1CCN1c1ccnc(F)c1)C1CC1,131,139
158,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,1.0,COc1ccccc1CCNCCN(CC(N)Cc1ccc(O)cc1)C1CC1,132,139
159,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,Cc1cc(N(C)CC(=O)O)cnc1F,1.0,COc1ccccc1CCNCCN(CCN(C)c1cnc(F)c(C)c1)C1CC1,133,139
160,1,Buchwald-Hartwig amination,COc1ccccc1CCNCCNC1CC1,1,Nc1cc(Br)ccc1O,0.9938,COc1ccccc1CCNCCN(c1ccc(O)c(N)c1)C1CC1,134,114
161,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,C[C@@H](NCc1cccc(Br)c1)C(=O)O,0.988,COc1ccccc1CCN(CCNC1CC1)CC(C)NCc1cccc(Br)c1,135,139
162,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,O=C(O)c1cc(Br)cc(B(O)O)c1,0.9875,COc1ccccc1CCN(CCNC1CC1)Cc1cc(Br)cc(B(O)O)c1,136,139
163,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,O=Cc1cccc(C(=O)O)c1,0.9851,COc1ccccc1CCNCCN(Cc1cccc(C=O)c1)C1CC1,137,139
164,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.9826,COc1ccccc1CCNCCN(CC1Cc2ccccc2CN1)C1CC1,138,139
165,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,O=C(CCl)c1ccc(N2CC(C(=O)O)C2)cc1F,0.9766,COc1ccccc1CCNCCN(CC1CN(c2ccc(C(=O)CCl)c(F)c2)C1)C1CC1,139,139
166,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,O=Cc1ccccc1NCCC(=O)O,0.9757,COc1ccccc1CCNCCN(CCCNc1ccccc1C=O)C1CC1,140,139
167,1,Buchwald-Hartwig amination,COc1ccccc1CCNCCNC1CC1,1,Nc1cc(Br)ccc1O,0.9125,COc1ccccc1CCN(CCNC1CC1)c1ccc(O)c(N)c1,141,114
168,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,O=C(O)[C@H]1Cc2ccccc2C(c2c[nH]c3ccc(F)cc23)N1,0.8529,COc1ccccc1CCNCCN(CC1Cc2ccccc2C(c2c[nH]c3ccc(F)cc23)N1)C1CC1,142,139
169,1,Buchwald-Hartwig amination,COc1ccccc1CCNCCNC1CC1,1,O=Cc1ccnc(Br)c1F,0.8374,COc1ccccc1CCNCCN(c1nccc(C=O)c1F)C1CC1,143,114
170,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,O=C(O)c1ncccc1C(F)(F)F,0.8253,COc1ccccc1CCN(CCNC1CC1)Cc1ncccc1C(F)(F)F,144,139
171,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,NCCc1ccccc1N[C@@H](CO)C(=O)O,0.7248,COc1ccccc1CCN(CCNC1CC1)CC(CO)Nc1ccccc1CCN,145,139
172,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,N[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)O,0.6886,COc1ccccc1CCN(CCNC1CC1)CC(N)Cc1ccc([N+](=O)[O-])cc1,146,139
173,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,N[C@H](CNCC(=O)O)c1ccccc1,0.6485,COc1ccccc1CCN(CCNCC(N)c1ccccc1)CCNC1CC1,147,139
174,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,O=C(O)[C@@H]1CCCN1,0.6446,COc1ccccc1CCN(CCNC1CC1)CC1CCCN1,148,139
175,1,Buchwald-Hartwig amination,COc1ccccc1CCNCCNC1CC1,1,Nc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,0.5891,COc1ccccc1CCNCCN(c1ccc2[nH]cc(CNc3cccc(Br)c3N)c2c1)C1CC1,149,114
177,1,Direct acid -> amine (reductive),CN(CC(=O)O)CC1CCCN1,2,NCCc1c[nH]c2ccc(O)cc12,0.9867,CN(CCNCCc1c[nH]c2ccc(O)cc12)CC1CCCN1,150,136
178,1,Amide coupling,CN(CC(=O)O)CC1CCCN1,1,Brc1ccc2c(CNCc3ccccc3)c[nH]c2c1,0.9238,CN(CC(=O)N(Cc1ccccc1)Cc1c[nH]c2cc(Br)ccc12)CC1CCCN1,151,78
179,1,Pictet-Spengler cyclisation,CN(CC(=O)O)CC1CCCN1,1,NCCc1ccc(O)cc1,0.9203,CN(CC1=NCCc2ccc(O)cc21)CC1CCCN1,152,153
180,1,Direct acid -> amine (reductive),CN(CC(=O)O)CC1CCCN1,1,Nc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,0.9144,CN(CCNc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12)CC1CCCN1,153,136
181,1,Amide coupling,CN(CC(=O)O)CC1CCCN1,1,Fc1ccc2[nH]cc(CNC3CCC3)c2c1,0.8911,CN(CC(=O)N(Cc1c[nH]c2ccc(F)cc12)C1CCC1)CC1CCCN1,154,78
182,1,Direct acid -> amine (reductive),CN(CC(=O)O)CC1CCCN1,1,O=C(O)CCNCc1c[nH]c2ccc(F)cc12,0.8492,CN(CC(=O)O)CC1CCCN1CCCNCc1c[nH]c2ccc(F)cc12,155,139
183,1,Pictet-Spengler cyclisation,CN(CC(=O)O)CC1CCCN1,1,NCCc1c[nH]c2ccc(O)cc12,0.8037,CN(CC1=NCCc2c1[nH]c1ccc(O)cc21)CC1CCCN1,156,149
184,1,Direct acid -> amine (reductive),CN(CC(=O)O)CC1CCCN1,1,NCc1ccc(O)cc1,0.7868,CN(CCNCc1ccc(O)cc1)CC1CCCN1,157,136
185,1,Buchwald-Hartwig amination,CN(CC(=O)O)CC1CCCN1,1,Brc1ccc2c(CNCc3ccccc3)c[nH]c2c1,0.7442,CN(CC(=O)O)CC1CCCN1c1ccc2c(CNCc3ccccc3)c[nH]c2c1,158,114
186,1,Buchwald-Hartwig amination,CN(CC(=O)O)CC1CCCN1,1,Nc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,0.7301,CN(CC(=O)O)CC1CCCN1c1cccc(NCc2c[nH]c3ccc(Br)cc23)c1N,159,114
187,1,Pictet-Spengler cyclisation,CN(CC(=O)O)CC1CCCN1,1,COc1ccccc1CCN,0.7088,COc1cccc2c1CCN=C2CN(C)CC1CCCN1,160,153
188,1,Direct acid -> amine (reductive),CN(CC(=O)O)CC1CCCN1,1,N#Cc1ccc(O)c(N)c1,0.6653,CN(CCNc1cc(C#N)ccc1O)CC1CCCN1,161,136
189,1,Direct acid -> amine (reductive),CN(CC(=O)O)CC1CCCN1,1,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0.6353,CN(CC(=O)O)CC1CCCN1CC(N)Cc1c[nH]c2ccccc12,162,139
190,1,Direct acid -> amine (reductive),CN(CC(=O)O)CC1CCCN1,1,NCc1c[nH]c2ccccc12,0.6061,CN(CCNCc1c[nH]c2ccccc12)CC1CCCN1,163,136
191,1,Direct acid -> amine (reductive),CN(CC(=O)O)CC1CCCN1,1,Nc1cccc2cc[nH]c12,0.5668,CN(CCNc1cccc2cc[nH]c12)CC1CCCN1,164,136
192,1,Direct acid -> amine (reductive),CN(CC(=O)O)CC1CCCN1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.5621,CN(CC(=O)O)CC1CCCN1CC1Cc2ccccc2CN1,165,139
193,1,Amide coupling,CN(CC(=O)O)CC1CCCN1,1,O=C(O)[C@H]1Cc2ccccc2C(c2c[nH]c3ccc(F)cc23)N1,0.5582,CN(CC(=O)O)CC1CCCN1C(=O)C1Cc2ccccc2C(c2c[nH]c3ccc(F)cc23)N1,166,79
195,1,Amide coupling,O=C(O)CNC1CCCNC1,2,N#Cc1ccc2[nH]cc(CNc3ccc(Br)cc3)c2c1,0.8527,N#Cc1ccc2[nH]cc(CN(C(=O)CNC3CCCNC3)c3ccc(Br)cc3)c2c1,167,78
196,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,1,NCc1cccc(O)c1,0.8432,Oc1cccc(CNCCNC2CCCNC2)c1,168,136
197,1,Buchwald-Hartwig amination,O=C(O)CNC1CCCNC1,1,Brc1ccc2c(CNCc3ccccc3)c[nH]c2c1,0.803,O=C(O)CN(c1ccc2c(CNCc3ccccc3)c[nH]c2c1)C1CCCNC1,169,114
198,1,Reductive amination (ketone),O=C(O)CNC1CCCNC1,1,NCCN1CCN(c2cc(F)ccc2C(=O)CCl)CC1,0.7891,NCCN1CCN(c2cc(F)ccc2C(CCl)N2CCCC(NCC(=O)O)C2)CC1,170,74
199,1,Buchwald-Hartwig amination,O=C(O)CNC1CCCNC1,1,Nc1cc(Br)ccc1NCc1c[nH]c2ccc(F)cc12,0.7856,Nc1cc(N(CC(=O)O)C2CCCNC2)ccc1NCc1c[nH]c2ccc(F)cc12,171,114
200,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,1,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0.7773,NC(Cc1c[nH]c2ccccc12)CN(CC(=O)O)C1CCCNC1,172,139
201,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,1,Nc1ccccc1O,0.6554,Oc1ccccc1NCCNC1CCCNC1,173,136
202,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,1,NCc1c[nH]c2ccccc12,0.5826,c1ccc2c(CNCCNC3CCCNC3)c[nH]c2c1,174,136
203,1,Amide coupling,O=C(O)CNC1CCCNC1,1,Nc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,0.5789,O=C(CNC1CCCNC1)Nc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,175,76
204,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.5742,O=C(O)CN(CC1Cc2ccccc2CN1)C1CCCNC1,176,139
205,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.57,O=C(O)C(Cc1ccc(O)cc1)NCCNC1CCCNC1,177,136
206,1,Reductive amination (ketone),O=C(O)CNC1CCCNC1,1,NCCN1CCN(c2cc(F)ccc2C(=O)CCl)CC1,0.5495,NCCN1CCN(c2cc(F)ccc2C(CCl)N(CC(=O)O)C2CCCNC2)CC1,178,74
207,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,1,O=C(O)CCNCc1c[nH]c2ccc(F)cc12,0.5393,O=C(O)CCN(CCNC1CCCNC1)Cc1c[nH]c2ccc(F)cc12,179,138
208,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.5286,NC(Cc1ccc(O)cc1)CN1CCCC(NCC(=O)O)C1,180,139
209,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,1,NCCc1ccccc1,0.5168,c1ccc(CCNCCNC2CCCNC2)cc1,181,136
210,1,Amide coupling,O=C(O)CNC1CCCNC1,1,NCCc1ccc(O)cc1,0.5111,O=C(CNC1CCCNC1)NCCc1ccc(O)cc1,182,76
211,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.5102,O=C(O)CNC1CCCN(CC2Cc3ccccc3CN2)C1,183,139
213,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,2,Nc1cc(Br)ccc1NCc1c[nH]c2ccc(F)cc12,0.9958,Nc1cc(Br)ccc1N(Cc1c[nH]c2ccc(F)cc12)C1CN(C2CCNC2)C1,184,75
214,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,Brc1ccc2c(CNCc3ccccc3)c[nH]c2c1,0.9955,Brc1ccc2c(CN(Cc3ccccc3)C3CN(C4CCNC4)C3)c[nH]c2c1,185,75
215,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,NCCc1c[nH]c2ccc(O)cc12,0.9943,Oc1ccc2[nH]cc(CCNC3CN(C4CCNC4)C3)c2c1,186,73
216,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,NCc1cccc(O)c1,0.9186,Oc1cccc(CNC2CN(C3CCNC3)C2)c1,187,73
217,1,Urea formation (amine + amine),O=C1CN(C2CCNC2)C1,1,N#Cc1ccc2[nH]cc(CNc3ccc(Br)cc3)c2c1,0.8618,N#Cc1ccc2[nH]cc(CN(C(=O)N3CCC(N4CC(=O)C4)C3)c3ccc(Br)cc3)c2c1,188,129
218,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,NCc1c[nH]c2ccccc12,0.8065,c1ccc2c(CNC3CN(C4CCNC4)C3)c[nH]c2c1,189,73
219,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,COc1ccccc1CCN,0.7929,COc1ccccc1CCNC1CN(C2CCNC2)C1,190,73
220,1,Buchwald-Hartwig amination,O=C1CN(C2CCNC2)C1,1,Nc1cc(Br)ccc1NCc1c[nH]c2ccc(F)cc12,0.7728,Nc1cc(N2CCC(N3CC(=O)C3)C2)ccc1NCc1c[nH]c2ccc(F)cc12,191,114
221,1,Amide coupling,O=C1CN(C2CCNC2)C1,1,O=C(O)[C@@H](NCc1c[nH]c2ccc(Br)cc12)c1ccccc1,0.7712,O=C1CN(C2CCN(C(=O)C(NCc3c[nH]c4ccc(Br)cc34)c3ccccc3)C2)C1,192,79
222,1,Direct acid -> amine (reductive),O=C1CN(C2CCNC2)C1,1,O=C(O)CCNCc1c[nH]c2ccc(F)cc12,0.7707,O=C1CN(C2CCN(CCCNCc3c[nH]c4ccc(F)cc34)C2)C1,193,139
223,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.7616,O=C(O)C(Cc1ccc(O)cc1)NC1CN(C2CCNC2)C1,194,73
224,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,Nc1cccc2cc[nH]c12,0.7231,c1cc(NC2CN(C3CCNC3)C2)c2[nH]ccc2c1,195,73
225,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,N#Cc1ccc(O)c(N)c1,0.7189,N#Cc1ccc(O)c(NC2CN(C3CCNC3)C2)c1,196,73
226,1,Buchwald-Hartwig amination,O=C1CN(C2CCNC2)C1,1,Brc1ccc2c(CNCc3ccccc3)c[nH]c2c1,0.686,O=C1CN(C2CCN(c3ccc4c(CNCc5ccccc5)c[nH]c4c3)C2)C1,197,114
227,1,Urea formation (amine + amine),O=C1CN(C2CCNC2)C1,1,Brc1ccc2c(CNCc3ccccc3)c[nH]c2c1,0.6437,O=C1CN(C2CCN(C(=O)N(Cc3ccccc3)Cc3c[nH]c4cc(Br)ccc34)C2)C1,198,129
228,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,Nc1ccccc1-n1cccc1,0.5912,c1ccc(-n2cccc2)c(NC2CN(C3CCNC3)C2)c1,199,73
229,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,Nc1ccnc2ccccc12,0.5459,c1ccc2c(NC3CN(C4CCNC4)C3)ccnc2c1,200,73
230,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,N#Cc1cc(N)cc(Br)c1,0.5167,N#Cc1cc(Br)cc(NC2CN(C3CCNC3)C2)c1,201,73
231,1,Urea formation (amine + amine),O=C1CN(C2CCNC2)C1,1,NCCc1c[nH]c2ccc(O)cc12,0.5157,O=C1CN(C2CCN(C(=O)NCCc3c[nH]c4ccc(O)cc34)C2)C1,202,126
232,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,C[C@@H](N)c1ccccc1,0.5093,CC(NC1CN(C2CCNC2)C1)c1ccccc1,203,73
233,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.5068,O=C(O)C1Cc2ccccc2CN1C1CN(C2CCNC2)C1,204,75
236,1,Direct acid -> amine (reductive),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,3,NCCc1c[nH]c2ccc(O)cc12,1.0,O=CCCN(CCCNCCc1c[nH]c2ccc(O)cc12)Cc1cccc(Br)c1,205,136
237,1,Direct acid -> amine (reductive),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,Fc1ccc2[nH]cc(CNC3CCC3)c2c1,0.9967,O=CCCN(CCCN(Cc1c[nH]c2ccc(F)cc12)C1CCC1)Cc1cccc(Br)c1,206,138
238,1,Direct acid -> amine (reductive),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,COc1cccc(CN)c1,0.9913,COc1cccc(CNCCCN(CCC=O)Cc2cccc(Br)c2)c1,207,136
239,1,Reductive amination (aldehyde),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,NCCc1ccc(O)cc1,0.9891,O=C(O)CCN(CCCNCCc1ccc(O)cc1)Cc1cccc(Br)c1,208,69
240,1,Direct acid -> amine (reductive),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,NCCN1CCN(c2cc(F)ccc2C(=O)CCl)CC1,0.9836,O=CCCN(CCCNCCN1CCN(c2cc(F)ccc2C(=O)CCl)CC1)Cc1cccc(Br)c1,209,136
241,1,Direct acid -> amine (reductive),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,Nc1cccc2cc[nH]c12,0.9809,O=CCCN(CCCNc1cccc2cc[nH]c12)Cc1cccc(Br)c1,210,136
242,1,Direct acid -> amine (reductive),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.9573,O=CCCN(CCCNC(Cc1ccc(O)cc1)C(=O)O)Cc1cccc(Br)c1,211,136
243,1,Direct acid -> amine (reductive),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,N#Cc1cc(N)cc(Br)c1,0.9556,N#Cc1cc(Br)cc(NCCCN(CCC=O)Cc2cccc(Br)c2)c1,212,136
244,1,Direct acid -> amine (reductive),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.8899,O=CCCN(CCCN1Cc2ccccc2CC1C(=O)O)Cc1cccc(Br)c1,213,138
245,1,Direct acid -> amine (reductive),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,NCCc1ccccc1N[C@@H](CO)C(=O)O,0.8204,NCCc1ccccc1N(CCCN(CCC=O)Cc1cccc(Br)c1)C(CO)C(=O)O,214,138
246,1,Direct acid -> amine (reductive),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,O=C(O)[C@H](NC1CCC1)c1ccccc1,0.7526,O=CCCN(CCCN(C1CCC1)C(C(=O)O)c1ccccc1)Cc1cccc(Br)c1,215,138
247,1,Reductive amination (aldehyde),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0.7402,O=C(O)CCN(CCCNC(Cc1c[nH]c2ccccc12)C(=O)O)Cc1cccc(Br)c1,216,69
248,1,Reductive amination (aldehyde),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,Nc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,0.7138,Nc1c(Br)cccc1N(CCCN(CCC(=O)O)Cc1cccc(Br)c1)Cc1c[nH]c2ccc(Br)cc12,217,71
249,1,Reductive amination (aldehyde),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,N#Cc1ccc(N)c(N)c1,0.563,N#Cc1ccc(NCCCN(CCC(=O)O)Cc2cccc(Br)c2)c(N)c1,218,69
250,1,Reductive amination (aldehyde),O=CCCN(CCC(=O)O)Cc1cccc(Br)c1,1,Nc1cc(Br)ccc1NCc1c[nH]c2ccc(F)cc12,0.5099,O=C(O)CCN(CCCNc1cc(Br)ccc1NCc1c[nH]c2ccc(F)cc12)Cc1cccc(Br)c1,219,69
252,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,2,NCCc1c[nH]c2ccccc12,0.9355,CN(CCNCCc1c[nH]c2ccccc12)C1CNC1,220,136
253,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,1,NCCc1ccc(O)cc1,0.9199,CN(CCNCCc1ccc(O)cc1)C1CNC1,221,136
254,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,1,NCc1cccc(O)c1,0.8641,CN(CCNCc1cccc(O)c1)C1CNC1,222,136
255,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,1,COc1ccccc1CCN,0.7421,COc1ccccc1CCNCCN(C)C1CNC1,223,136
256,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,1,NCc1ccccc1O,0.73,CN(CCNCc1ccccc1O)C1CNC1,224,136
257,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.6114,CN(CCNC(Cc1ccc(O)cc1)C(=O)O)C1CNC1,225,136
258,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,1,Nc1ccccc1S,0.5537,CN(CCNc1ccccc1S)C1CNC1,226,136
259,1,Pictet-Spengler cyclisation,CN(CC(=O)O)C1CNC1,1,NCCc1ccccc1,0.5479,CN(CC1=NCCc2ccccc21)C1CNC1,227,153
260,1,Pictet-Spengler cyclisation,CN(CC(=O)O)C1CNC1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.5409,CN(CC1=NC(C(=O)O)Cc2ccc(O)cc21)C1CNC1,228,153
261,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,1,COc1ccc(O)c(N)c1,0.5179,COc1ccc(O)c(NCCN(C)C2CNC2)c1,229,136
262,1,Amide coupling,CN(CC(=O)O)C1CNC1,1,O=C(O)CCNCc1c[nH]c2ccc(F)cc12,0.5,CN(CC(=O)N(CCC(=O)O)Cc1c[nH]c2ccc(F)cc12)C1CNC1,230,78
266,1,Direct acid -> amine (reductive),N#Cc1cc(Br)cc(NCCN2CCCC(NCCc3c[nH]c4ccccc34)C2)c1,4,NC1(C(=O)O)CCC1,1.0,N#Cc1cc(Br)cc(N(CCN2CCCC(NCCc3c[nH]c4ccccc34)C2)CC2(N)CCC2)c1,231,139
267,1,Reductive amination (aldehyde),N#Cc1cc(Br)cc(NCCN2CCCC(NCCc3c[nH]c4ccccc34)C2)c1,1,CCC=O,0.9968,CCCN(CCc1c[nH]c2ccccc12)C1CCCN(CCNc2cc(Br)cc(C#N)c2)C1,232,70
268,1,Buchwald-Hartwig amination,N#Cc1cc(Br)cc(NCCN2CCCC(NCCc3c[nH]c4ccccc34)C2)c1,1,O=C1CCNC1,0.9545,N#Cc1cc(NCCN2CCCC(NCCc3c[nH]c4ccccc34)C2)cc(N2CCC(=O)C2)c1,233,115
270,1,Pictet-Spengler cyclisation,COc1ccccc1CCNCC1CCNCC1,2,O=Cc1c[nH]c2ccc(Br)cc12,1.0,COc1cccc2c1CCN(CC1CCNCC1)C2c1c[nH]c2ccc(Br)cc12,234,144
271,1,Reductive amination (aldehyde),COc1ccccc1CCNCC1CCNCC1,1,O=Cc1c[nH]c2ccc(I)cc12,1.0,COc1ccccc1CCN(Cc1c[nH]c2ccc(I)cc12)CC1CCNCC1,235,70
272,1,Reductive amination (aldehyde),COc1ccccc1CCNCC1CCNCC1,1,O=Cc1c[nH]c2ccc(F)cc12,1.0,COc1ccccc1CCNCC1CCN(Cc2c[nH]c3ccc(F)cc23)CC1,236,70
273,1,Reductive amination (ketone),COc1ccccc1CCNCC1CCNCC1,1,O=C(CCl)c1ccc(Cl)c(Cl)c1,0.9974,COc1ccccc1CCN(CC1CCNCC1)C(CCl)c1ccc(Cl)c(Cl)c1,237,74
274,1,Reductive amination (ketone),COc1ccccc1CCNCC1CCNCC1,1,O=C(CCl)c1ccc(Cl)c(Cl)c1,0.9963,COc1ccccc1CCNCC1CCN(C(CCl)c2ccc(Cl)c(Cl)c2)CC1,238,74
275,1,Buchwald-Hartwig amination,COc1ccccc1CCNCC1CCNCC1,1,Nc1cc(Br)ccc1O,0.9881,COc1ccccc1CCNCC1CCN(c2ccc(O)c(N)c2)CC1,239,114
276,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCNCC1,1,C[C@@H](NCc1cccc(Br)c1)C(=O)O,0.9836,COc1ccccc1CCNCC1CCN(CC(C)NCc2cccc(Br)c2)CC1,240,139
277,1,Pictet-Spengler cyclisation,COc1ccccc1CCNCC1CCNCC1,1,O=Cc1nc2ccccc2[nH]1,0.9736,COc1cccc2c1CCN(CC1CCNCC1)C2c1nc2ccccc2[nH]1,241,144
278,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCNCC1,1,N[C@@H](Cc1cccs1)C(=O)O,0.9678,COc1ccccc1CCN(CC(N)Cc1cccs1)CC1CCNCC1,242,139
279,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCNCC1,1,O=C(O)c1cccc(N=C=S)c1,0.9467,COc1ccccc1CCN(Cc1cccc(N=C=S)c1)CC1CCNCC1,243,139
