SMILES,Reward
O=C(NCc1ccc2c(c1)COC2)c1cccc(NC(=O)c2ccc(NC(=O)c3ccccc3)cc2)c1,8.440098762512207
O=C(Nc1ccc2nccnc2c1)c1ccc(NCc2ccc3c(c2)COC3)cn1,8.429126739501953
O=C(Nc1cccc(C(=O)C2CC3CCC2C3)c1)c1cc(NCc2ccc3c(c2)COC3)ccn1,8.425975799560547
O=C(Nc1cc(C(=O)NCc2ccc3c(c2)COC3)no1)c1ccccc1,8.416181564331055
O=C(Nc1nc(C(=O)NC2Cc3ccccc3C2)co1)c1cc(NCc2ccc3c(c2)COC3)ccn1,8.414507865905762
O=C(Nc1cnn(-c2ccccc2)c1)c1cc(NCc2ccc3c(c2)COC3)ccn1,8.410734176635742
O=C(NCc1ccnc(NCc2ccc3c(c2)COC3)c1)c1c[nH]c2nccc-2c1,8.399208068847656
O=C(Nc1ccnc(NCc2ccc3c(c2)COC3)c1)c1ccnc(NCc2ccc3c(c2)COC3)c1,8.383880615234375
O=C(Nc1c[nH]c2nccc-2c1)c1cc(NCc2ccc3c(c2)COC3)ccn1,8.383201599121094
O=C(Nc1c[nH]c2nccc-2c1)c1cc(NCc2cc3n(n2)CCC3)ccn1,8.37235164642334
O=C(Nc1c[nH]c2nccc-2c1)c1cccc(NCc2ccc3c(c2)COC3)c1,8.36778736114502
O=C(Nc1cnn(CC2CC2)c1)c1ccc(Nc2cccc3c2CC=C3)cn1,8.364336967468262
O=C(NCc1ccncn1)c1cccc(NC(=O)c2ccc(NCc3ccc4c(c3)COC4)cc2)c1,8.361862182617188
O=C(Nc1ccc2c(n1)CCC2)c1cccc(NCc2ccc3c(c2)COC3)c1,8.358091354370117
O=C(NCc1ccc2c(c1)COC2)c1cccc(NCc2ccc3c(c2)COC3)n1,8.356902122497559
O=C(Nc1cnn(-c2ccccc2)c1)c1ccc(NCc2ccc3c(c2)COC3)nc1,8.356061935424805
O=C(Nc1nc(C(=O)NCc2ccc3c(c2)COC3)co1)c1cnc2ccccc2c1,8.356038093566895
O=C(Nc1cccc(C(=O)Nc2cccc(-c3cnco3)c2)c1)c1ccc(NCc2ccc3c(c2)COC3)cc1,8.351122856140137
O=C(NCc1cccc(NC(=O)c2coc(NC(=O)C3CC4CCC3C4)n2)n1)c1ccc2nccnc2c1,8.347091674804688
O=C(Nc1nc(C(=O)Nc2cnn(-c3ccccc3)c2)co1)c1ccc(NCc2ccc3c(c2)COC3)cc1,8.34659194946289
O=C(Nc1cnn(-c2ccccc2)c1)c1cc(NCc2ccc3c(c2)CCO3)ccn1,8.344954490661621
O=C(NCc1cnc(NC(=O)C2CC3CCC2C3)nc1)c1ccc2nccnc2c1,8.343734741210938
O=C(Nc1cc(NCc2ccc3c(c2)COC3)ncn1)c1cccc(NC2CC3CCC2C3)c1,8.33936882019043
O=C(Nc1cnn(-c2ccccc2)c1)c1cncc(NCc2ccc3c(c2)COC3)n1,8.339303970336914
O=C(NCc1ccc2c(c1)COC2)c1cc(NC(=O)c2cccnc2NCc2ccc3c(c2)COC3)ccn1,8.333444595336914
O=C(Nc1nc(C(=O)NCc2ccc3c(c2)COC3)co1)c1ccc2nonc2c1,8.333405494689941
O=C(NCc1ccc(NCc2ccc3c(c2)COC3)o1)c1cc(NCC2CC3CCC2C3)ccn1,8.33304214477539
O=C(NCc1ccc2c(c1)COC2)c1cc(NCc2ccc3c(c2)COC3)ccn1,8.331897735595703
O=C(Nc1cnn(CC2CC2)c1)c1ccc(Nc2cccc3c2OCC3)cc1,8.329760551452637
O=C(Nc1ccc(NCc2cc3n(n2)CCC3)nn1)c1ccccc1,8.32841682434082
O=C(NCc1ccnc(NCc2ccc3c(c2)COC3)c1)c1ccnc(Nc2cccc3c2OCC3)c1,8.32537841796875
O=C(NCc1ccc2c(c1)COC2)c1cccc(NC(=O)c2nccc3occc23)c1,8.321934700012207
O=C(NCc1ccc2c(c1)COC2)c1cccc(N2CCc3ccccc3C2)c1,8.318985939025879
O=C(NCc1ccc2c(c1)CCO2)c1cccc(NC(=O)c2ccc(NCc3ccc4nonc4c3)cc2)c1,8.318831443786621
O=C(Nc1cnn(CC2CC2)c1)c1ccc(NCc2ccc3c(c2)COC3)cn1,8.315008163452148
O=C(Nc1ccc(NCc2cc3n(n2)CCC3)cn1)c1ccccc1,8.314284324645996
O=C(Nc1cc(C(=O)Nc2ccc3c(c2)CNC3)no1)c1ccccc1,8.312621116638184
O=C(Nc1cccc(C(=O)Nc2cncc3ccccc23)c1)c1ccc(NCc2ccc3c(c2)CCO3)cc1,8.312335968017578
O=C(Nc1cccc(C2CCCN2)c1)c1cc(NCc2ccc3c(c2)COC3)ccn1,8.312082290649414
O=C(NCc1cnc(NC(=O)c2ccccc2)nc1)c1ccnc(NC(=O)C2CCNC2)c1,8.311676025390625
O=C(Nc1ccnc(NCc2ccc3c(c2)COC3)c1)c1ccc(Nc2cccc3c2CCN3)cc1,8.31041145324707
O=C(Nc1nc(C(=O)NCc2cc3n(n2)CCC3)co1)c1ccc2nonc2c1,8.309469223022461
O=C(Nc1ccnc(NCc2ccc3c(c2)CCO3)c1)c1c[nH]c2nccc-2c1,8.309043884277344
O=C(NCc1ccc2c(c1)COC2)c1cccc(NC(=O)c2cc(NCc3ccc4nccnc4c3)ccn2)c1,8.308222770690918
O=C(Nc1cnn(CC2CC2)c1)c1ccc(Nc2ccc3c(c2)OCC3)cc1,8.30810546875
O=C(Nc1nc(C(=O)Nc2cccc3cccnc23)co1)c1ccc(NCc2ccc3c(c2)COC3)cc1,8.30772590637207
O=C(Nc1ccc2c(c1)CNC2)c1cccc(NC(=O)c2cncc3ccccc23)c1,8.307655334472656
O=C(NCc1ccnc(NCc2ccc3c(c2)COC3)c1)c1ccc(NCc2ccc3c(c2)CCO3)cc1,8.307541847229004
O=C(Nc1ncc2c(n1)CCC2)c1cc(NCc2ccc3c(c2)COC3)ccn1,8.305310249328613
O=C(Nc1ccc2nccnc2c1)c1ccc(NCC2CC3CCC2C3)cn1,8.304315567016602
O=C(NCc1ccccn1)c1cccc(NC(=O)c2cc(NCc3cc4n(n3)CCC4)ccn2)c1,8.304288864135742
O=C(Nc1cccc2c1CCO2)c1cc(NCc2ccc3c(c2)COC3)ccn1,8.303987503051758
O=C(NCc1cccc(NC(=O)c2ccnc(NC3CCC4(CC3)CC4)c2)c1)c1ccc2nccnc2c1,8.303176879882812
O=C(Nc1cccc(C(=O)C2CC3CCC2C3)c1)c1ccnc(Nc2cccc3c2OCC3)n1,8.301859855651855
O=C(NCc1ccc2c(c1)COC2)c1cccc(NC(=O)c2cccnc2Nc2cccc3c2OCC3)c1,8.30134391784668
O=C(Nc1ccnc(NCc2ccc(NCc3ccc4c(c3)COC4)nn2)c1)C1=CCCC1,8.300697326660156
O=C(Nc1ccc2nccnc2c1)c1ccc(NCc2ccc3c(c2)COC3)nc1,8.299592018127441
O=C(Nc1cnn(CC2CC2)c1)c1ccc(NCC2Cc3ccccc3C2)nc1,8.299283981323242
O=C(NCc1ccc2c(c1)COC2)c1cc(NC2Cc3ccccc3C2)ccn1,8.299007415771484
O=C(Nc1cnn(CC2CC2)c1)c1ccc(Nc2cccc3c2OCO3)cc1,8.297361373901367
O=C(Nc1cnn(CC2CC2)c1)c1ccc(Nc2cccc3c2OCC3)cn1,8.297066688537598
O=C(NCc1ccc(NCc2ccc3c(c2)COC3)cn1)c1cc(NCc2ccc3c(c2)CCO3)ccn1,8.296102523803711
O=C(Nc1cnn(CC2CC2)c1)c1ccc(NCC2Cc3ccccc3C2)cn1,8.295453071594238
O=C(Nc1ccc2c(c1)COC2)c1ccc(Nc2ccc(-c3cncnc3)cc2)cn1,8.294815063476562
O=C(NCc1ccc(NCc2ccc3c(c2)COC3)nc1)c1ccc2nccnc2c1,8.294696807861328
O=C(Nc1cnn(CC2CC2)c1)c1ccc(Nc2cccc3c2CCO3)cn1,8.293593406677246
O=C(Nc1cnn(-c2ccccc2)c1)c1cccc(NCc2ccc3c(c2)CCO3)n1,8.293243408203125
O=C(Nc1cnn(CC2CC2)c1)c1ccc(Nc2cccc3c2OCO3)cn1,8.292673110961914
O=C(NCc1ccc(NC(=O)c2ccnc(NC(=O)C3CC4CCC3C4)c2)cc1)c1ccc2nccnc2c1,8.29229736328125
O=C(NCc1ccc(NCc2ccc3c(c2)CCO3)cc1)c1c[nH]c2nccc-2c1,8.292179107666016
O=C(Nc1ccnc(NC(=O)c2cccnc2)c1)c1ccc(NCc2ccc3c(c2)COC3)cc1,8.291666030883789
O=C(Nc1nc(C(=O)NCc2cc3n(n2)CCC3)co1)c1ccccc1,8.291389465332031
O=C(Nc1cccc(C(=O)NC2CCc3ccccc3C2)c1)c1ccc(NCc2ccc3c(c2)COC3)cc1,8.289762496948242
O=C(NCc1ccc2c(c1)COC2)c1cncc(Nc2cccc3c2CC=C3)n1,8.288171768188477
O=C(Nc1ccc2c(n1)CCO2)c1cc(NCc2ccc3c(c2)COC3)ccn1,8.288125991821289
O=C(Nc1cc(C(=O)Nc2ccc3c(c2)CCO3)no1)c1ccccc1,8.287673950195312
O=C(Nc1cnn(CC2CC2)c1)c1ccc(Nc2ccc3c(c2)CCO3)cc1,8.286827087402344
O=C(Nc1ccnc(NC(=O)c2cnco2)n1)c1ccc(NCc2ccc3c(c2)COC3)cc1,8.286567687988281
O=C(Nc1cnn(CC2CC2)c1)c1ccc(Nc2ccc3c(c2)COC3)cc1,8.286101341247559
O=C(Nc1ccnc(NC(=O)C2CCCNC2)c1)c1cc(NCc2ccc3c(c2)COC3)ccn1,8.285632133483887
O=C(NCc1ccc(NC(=O)c2ccccc2)nc1)c1ccnc(NC(=O)C2CC3CCC2C3)c1,8.285123825073242
O=C(Nc1ccc2ccoc2c1)c1cc(NCc2ccc3c(c2)COC3)ccn1,8.283899307250977
O=C(NCc1ccc2c(c1)CCO2)c1cccc(NC(=O)c2ccc(NC(=O)c3ccoc3)cc2)c1,8.283485412597656
O=C(Nc1ccc2ncoc2c1)c1ccc(NCc2cc3n(n2)CCC3)cn1,8.283134460449219
CC(Nc1ccc2c(c1)CNC2)c1cccc(NCc2ccc3c(c2)COC3)c1,8.282723426818848
O=C(NCc1ccc2c(c1)COC2)c1cccc(NCc2ccc3c(c2)CCO3)c1,8.2820405960083
O=C(Nc1ccc2c(n1)CCC2)c1cccc(NC2Cc3ccccc3C2)c1,8.28199577331543
O=C(Nc1ccc(C(=O)NCc2ccc3c(c2)COC3)o1)c1ccccc1,8.279118537902832
O=C(Nc1ccnc(NC2CC3CCC2C3)c1)c1ccc(Nc2cccc3c2OCC3)cc1,8.278827667236328
O=C(NCc1ccc2c(c1)COC2)c1ccnc(Nc2cccc3c2OCC3)c1,8.277242660522461
O=C(NC1Cc2ccccc2C1)c1cnc(NCc2cc3n(n2)CCC3)o1,8.276979446411133
O=C(Nc1ccnc(NC(=O)c2ccccc2)c1)c1ccc(NCc2ccc3c(c2)CCO3)cc1,8.276504516601562
O=C(Nc1cnn(CC2CC2)c1)c1coc(NCc2ccc3c(c2)CCO3)n1,8.275371551513672
O=C(Nc1ccnc(NC2CCC3(CC2)CC3)c1)c1ccc(Nc2ccc3c(c2)OCC3)cc1,8.275320053100586
O=C(Nc1ccc(-c2cnco2)cc1)c1cc(NCc2cc3n(n2)CCC3)ccn1,8.274981498718262
O=C(NC1Cc2ccccc2C1)c1cccc(NC(=O)c2cc(NCc3ccc4c(c3)CCO4)ccn2)c1,8.274499893188477
O=C(Nc1cnn(CC2CC2)c1)c1ccc(Nc2ccc3c(c2)CNC3)cc1,8.273587226867676
O=C(Nc1ccc2c(c1)COC2)c1ccc(CNC(=O)c2nccc3occc23)cc1,8.273395538330078
O=C(Nc1cccc2ncnc(NCc3cc4n(n3)CCC4)c12)C1CCNC1,8.272706985473633
O=C(Nc1cccc(CNc2ccnc(NCc3ccc4c(c3)COC4)c2)c1)C1=CCCC1,8.272331237792969
O=C(Nc1cnn(CC2CC2)c1)c1ccc(Nc2cccc3c2CCN3)cc1,8.269784927368164
O=C(Nc1cccc(C(=O)NCc2ccc3c(c2)CCO3)c1)Nc1cccc(C(=O)Nc2cccc3cccnc23)c1,8.268415451049805
O=C(NCc1ccc2c(c1)CCO2)c1cccc(NC(=O)c2ccc(NC(=O)c3cccnc3)cc2)c1,8.267436027526855
O=C(NCc1ccc(NC(=O)c2ccccc2)nc1)c1cccc(NC(=O)C2CCNC2)c1,8.266829490661621
O=C(C=Cc1ccc(NC(=O)c2ccccc2)cc1)Nc1ccc2c(c1)CNC2,8.26671028137207
O=C(Nc1cnn(-c2ccccc2)c1)c1ccc(Nc2ccc3c(c2)COC3)cc1,8.265178680419922
O=C(Nc1cccc2c1CCO2)c1cccc(NC(=O)c2cccnc2NCc2ccc3c(c2)COC3)c1,8.264966011047363
O=C(Nc1cccc2c(NCc3cc4n(n3)CCC4)ccnc12)C1CCNC1,8.264725685119629
O=C(Nc1ccc2c(n1)CCC2)c1ccc(Nc2ccc3c(c2)COC3)cc1,8.263694763183594
O=C(NCc1ccc2c(c1)COC2)c1cccc(NC(=O)c2ccc3nccn3c2)c1,8.262176513671875
O=C(NCc1cccnc1NCc1cc2n(n1)CCC2)c1cc(NCc2ccc3c(c2)CCO3)ccn1,8.261444091796875
O=C(Nc1ccc(NC(=O)c2ccccc2)nc1)c1ccc(NCc2ccc3c(c2)COC3)cc1,8.261279106140137
O=C(Nc1cccc(C(=O)Nc2ccc3c(c2)CNC3)n1)c1ccccc1,8.260643005371094
O=C(Nc1cnc(NCc2cc3n(n2)CCC3)cn1)c1ccccc1,8.26010513305664
O=C(Nc1ccnc(NC2Cc3ccccc3C2)c1)c1ccc(NC2CC3CCC2C3)cc1,8.25993824005127
O=C(Nc1cncc(NCc2cc3n(n2)CCC3)n1)c1cc(NCc2ccc3c(c2)COC3)ccn1,8.259897232055664
O=C(NCc1ccc(NC(=O)C2CC3CCC2C3)o1)c1cccc(NCc2ccc3c(c2)COC3)c1,8.25947380065918
O=C(Nc1ccnc(Nc2cccc3c2OCC3)c1)c1cccnc1NCc1ccc2c(c1)COC2,8.259389877319336
O=C(NCc1ccnc(NC(=O)c2cc(NCc3cc4n(n3)CCC4)ccn2)c1)C1=CCCC1,8.258339881896973
O=C(Nc1ccc2ncncc2c1)c1cc(NCc2ccc3c(c2)COC3)no1,8.25833797454834
O=C(NCc1cccnc1NCc1cc2n(n1)CCC2)c1c[nH]c2nccc-2c1,8.25792407989502
O=C(Nc1cccc(C2(O)CC2)c1)c1ccnc(NCc2ccc3c(c2)COC3)c1,8.25780963897705
O=C(Nc1ccc2c(c1)CCO2)c1ccc(CNC(=O)c2nccc3occc23)cc1,8.25761890411377
O=C(NCc1ccc2c(c1)COC2)c1ccnc(NC(=O)c2ccoc2)c1,8.257295608520508
O=C(NCc1ccc2c(c1)CCO2)c1cccc(NC(=O)c2cncc3ccccc23)c1,8.256040573120117
