SMILES,Reward
O=C(NCc1ccc2c(c1)COC2)c1cccc(NC(=O)c2ccc(NC(=O)c3ccccc3)cc2)c1,8.440098762512207
O=C(Nc1ccc2nccnc2c1)c1ccc(NCc2ccc3c(c2)COC3)cn1,8.429126739501953
O=C(Nc1cccc(C(=O)C2CC3CCC2C3)c1)c1cc(NCc2ccc3c(c2)COC3)ccn1,8.425975799560547
O=C(Nc1nc(C(=O)NC2Cc3ccccc3C2)co1)c1cc(NCc2ccc3c(c2)COC3)ccn1,8.414507865905762
O=C(NCc1ccnc(NCc2ccc3c(c2)COC3)c1)c1c[nH]c2nccc-2c1,8.399208068847656
O=C(Nc1ccnc(NCc2ccc3c(c2)COC3)c1)c1ccnc(NCc2ccc3c(c2)COC3)c1,8.383880615234375
O=C(Nc1c[nH]c2nccc-2c1)c1cc(NCc2cc3n(n2)CCC3)ccn1,8.37235164642334
O=C(Nc1c[nH]c2nccc-2c1)c1cccc(NCc2ccc3c(c2)COC3)c1,8.36778736114502
O=C(Nc1cnn(CC2CC2)c1)c1ccc(Nc2cccc3c2CC=C3)cn1,8.364336967468262
O=C(NCc1ccc2c(c1)COC2)c1cccc(NCc2ccc3c(c2)COC3)n1,8.356902122497559
O=C(Nc1cnn(-c2ccccc2)c1)c1ccc(NCc2ccc3c(c2)COC3)nc1,8.356061935424805
O=C(Nc1nc(C(=O)NCc2ccc3c(c2)COC3)co1)c1cnc2ccccc2c1,8.356038093566895
O=C(NCc1cccc(NC(=O)c2coc(NC(=O)C3CC4CCC3C4)n2)n1)c1ccc2nccnc2c1,8.347091674804688
O=C(Nc1cnn(-c2ccccc2)c1)c1cc(NCc2ccc3c(c2)CCO3)ccn1,8.344954490661621
O=C(Nc1cc(NCc2ccc3c(c2)COC3)ncn1)c1cccc(NC2CC3CCC2C3)c1,8.33936882019043
O=C(NCc1ccc2c(c1)COC2)c1cc(NC(=O)c2cccnc2NCc2ccc3c(c2)COC3)ccn1,8.333444595336914
O=C(NCc1ccc(NCc2ccc3c(c2)COC3)o1)c1cc(NCC2CC3CCC2C3)ccn1,8.33304214477539
O=C(Nc1cnn(CC2CC2)c1)c1ccc(Nc2cccc3c2OCC3)cc1,8.329760551452637
O=C(Nc1ccc(NCc2cc3n(n2)CCC3)nn1)c1ccccc1,8.32841682434082
O=C(NCc1ccc2c(c1)COC2)c1cccc(N2CCc3ccccc3C2)c1,8.318985939025879
O=C(NCc1ccc2c(c1)CCO2)c1cccc(NC(=O)c2ccc(NCc3ccc4nonc4c3)cc2)c1,8.318831443786621
O=C(Nc1cc(C(=O)Nc2ccc3c(c2)CNC3)no1)c1ccccc1,8.312621116638184
O=C(NCc1cnc(NC(=O)c2ccccc2)nc1)c1ccnc(NC(=O)C2CCNC2)c1,8.311676025390625
O=C(Nc1nc(C(=O)NCc2cc3n(n2)CCC3)co1)c1ccc2nonc2c1,8.309469223022461
O=C(Nc1ccnc(NCc2ccc3c(c2)CCO3)c1)c1c[nH]c2nccc-2c1,8.309043884277344
O=C(Nc1nc(C(=O)Nc2cccc3cccnc23)co1)c1ccc(NCc2ccc3c(c2)COC3)cc1,8.30772590637207
O=C(Nc1ccc2c(c1)CNC2)c1cccc(NC(=O)c2cncc3ccccc23)c1,8.307655334472656
O=C(Nc1ncc2c(n1)CCC2)c1cc(NCc2ccc3c(c2)COC3)ccn1,8.305310249328613
O=C(Nc1ccc2nccnc2c1)c1ccc(NCC2CC3CCC2C3)cn1,8.304315567016602
O=C(NCc1cccc(NC(=O)c2ccnc(NC3CCC4(CC3)CC4)c2)c1)c1ccc2nccnc2c1,8.303176879882812
O=C(Nc1cccc(C(=O)C2CC3CCC2C3)c1)c1ccnc(Nc2cccc3c2OCC3)n1,8.301859855651855
O=C(NCc1ccc2c(c1)COC2)c1cccc(NC(=O)c2cccnc2Nc2cccc3c2OCC3)c1,8.30134391784668
O=C(Nc1cnn(CC2CC2)c1)c1ccc(NCC2Cc3ccccc3C2)nc1,8.299283981323242
O=C(NCc1ccc(NCc2ccc3c(c2)COC3)cn1)c1cc(NCc2ccc3c(c2)CCO3)ccn1,8.296102523803711
O=C(Nc1ccc2c(c1)COC2)c1ccc(Nc2ccc(-c3cncnc3)cc2)cn1,8.294815063476562
O=C(NCc1ccc(NCc2ccc3c(c2)COC3)nc1)c1ccc2nccnc2c1,8.294696807861328
O=C(NCc1ccc(NC(=O)c2ccnc(NC(=O)C3CC4CCC3C4)c2)cc1)c1ccc2nccnc2c1,8.29229736328125
O=C(NCc1ccc2c(c1)COC2)c1cncc(Nc2cccc3c2CC=C3)n1,8.288171768188477
O=C(Nc1ccnc(NC(=O)c2cnco2)n1)c1ccc(NCc2ccc3c(c2)COC3)cc1,8.286567687988281
O=C(Nc1ccc2ncoc2c1)c1ccc(NCc2cc3n(n2)CCC3)cn1,8.283134460449219
CC(Nc1ccc2c(c1)CNC2)c1cccc(NCc2ccc3c(c2)COC3)c1,8.282723426818848
O=C(Nc1ccc2c(n1)CCC2)c1cccc(NC2Cc3ccccc3C2)c1,8.28199577331543
O=C(Nc1ccnc(NC2CC3CCC2C3)c1)c1ccc(Nc2cccc3c2OCC3)cc1,8.278827667236328
O=C(NC1Cc2ccccc2C1)c1cnc(NCc2cc3n(n2)CCC3)o1,8.276979446411133
O=C(Nc1cnn(CC2CC2)c1)c1coc(NCc2ccc3c(c2)CCO3)n1,8.275371551513672
O=C(Nc1ccnc(NC2CCC3(CC2)CC3)c1)c1ccc(Nc2ccc3c(c2)OCC3)cc1,8.275320053100586
O=C(Nc1cnn(CC2CC2)c1)c1ccc(Nc2ccc3c(c2)CNC3)cc1,8.273587226867676
O=C(Nc1ccc2c(c1)COC2)c1ccc(CNC(=O)c2nccc3occc23)cc1,8.273395538330078
O=C(Nc1cccc2ncnc(NCc3cc4n(n3)CCC4)c12)C1CCNC1,8.272706985473633
O=C(Nc1cccc(C(=O)NCc2ccc3c(c2)CCO3)c1)Nc1cccc(C(=O)Nc2cccc3cccnc23)c1,8.268415451049805
