cum_reactions,n_reagents,named_reaction,parent,reactions_added,reagents,reward,smiles,step,template_id
45,1,Direct acid -> amine (reductive),COc1ccc(O)c(NC2CNC2)c1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.9888,COc1ccc(O)c(N(CC2Cc3ccccc3CN2)C2CNC2)c1,24,139
46,1,Direct acid -> amine (reductive),COc1ccc(O)c(NC2CNC2)c1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.9772,COc1ccc(O)c(N(CC(N)Cc2ccc(O)cc2)C2CNC2)c1,25,139
47,1,Direct acid -> amine (reductive),COc1ccc(O)c(NC2CNC2)c1,1,C[C@@H](NCc1cccc(Br)c1)C(=O)O,0.9674,COc1ccc(O)c(N(CC(C)NCc2cccc(Br)c2)C2CNC2)c1,26,139
48,1,Direct acid -> amine (reductive),COc1ccc(O)c(NC2CNC2)c1,1,N[C@H](CNCC(=O)O)c1ccccc1,0.9647,COc1ccc(O)c(N(CCNCC(N)c2ccccc2)C2CNC2)c1,27,139
49,1,Direct acid -> amine (reductive),COc1ccc(O)c(NC2CNC2)c1,1,Nc1ccc(C(=O)O)cc1Br,0.9514,COc1ccc(O)c(N(Cc2ccc(N)c(Br)c2)C2CNC2)c1,28,139
50,1,Reductive amination (aldehyde),COc1ccc(O)c(NC2CNC2)c1,1,O=Cc1c[nH]c2ccc(Br)cc12,0.9427,COc1ccc(O)c(N(Cc2c[nH]c3ccc(Br)cc23)C2CNC2)c1,29,70
51,1,Direct acid -> amine (reductive),COc1ccc(O)c(NC2CNC2)c1,1,NCCc1ccccc1N[C@@H](CO)C(=O)O,0.9399,COc1ccc(O)c(N(CC(CO)Nc2ccccc2CCN)C2CNC2)c1,30,139
52,1,Direct acid -> amine (reductive),COc1ccc(O)c(NC2CNC2)c1,1,O=C(O)[C@H](NC1CCC1)c1ccccc1,0.9228,COc1ccc(O)c(N(CC(NC2CCC2)c2ccccc2)C2CNC2)c1,31,139
53,1,Direct acid -> amine (reductive),COc1ccc(O)c(NC2CNC2)c1,1,O=Cc1ccccc1NCCC(=O)O,0.9204,COc1ccc(O)c(N(CCCNc2ccccc2C=O)C2CNC2)c1,32,139
54,1,Direct acid -> amine (reductive),COc1ccc(O)c(NC2CNC2)c1,1,O=C(O)[C@H](NC1CCC1)c1ccccc1,0.9192,COc1ccc(O)c(NC2CN(CC(NC3CCC3)c3ccccc3)C2)c1,33,139
55,1,Direct acid -> amine (reductive),COc1ccc(O)c(NC2CNC2)c1,1,O=C(O)C1CCN1c1ccnc(F)c1,0.9163,COc1ccc(O)c(N(CC2CCN2c2ccnc(F)c2)C2CNC2)c1,34,139
56,1,Direct acid -> amine (reductive),COc1ccc(O)c(NC2CNC2)c1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.8997,COc1ccc(O)c(NC2CN(CC3Cc4ccccc4CN3)C2)c1,35,139
57,1,Esterification,COc1ccc(O)c(NC2CNC2)c1,1,O=C(O)CCNCc1c[nH]c2ccc(F)cc12,0.8784,COc1ccc(OC(=O)CCNCc2c[nH]c3ccc(F)cc23)c(NC2CNC2)c1,36,130
58,1,Direct acid -> amine (reductive),COc1ccc(O)c(NC2CNC2)c1,1,COc1ccccc1CNCC[C@H](N)C(=O)O,0.8461,COc1ccc(O)c(NC2CN(CC(N)CCNCc3ccccc3OC)C2)c1,37,139
59,1,Direct acid -> amine (reductive),COc1ccc(O)c(NC2CNC2)c1,1,O=C(CCl)c1ccc(N2CC(C(=O)O)C2)cc1F,0.8412,COc1ccc(O)c(N(CC2CN(c3ccc(C(=O)CCl)c(F)c3)C2)C2CNC2)c1,38,139
60,1,Urea formation (amine + amine),COc1ccc(O)c(NC2CNC2)c1,1,NCCN1CCN(c2cc(F)ccc2C(=O)CCl)CC1,0.8407,COc1ccc(O)c(N(C(=O)NCCN2CCN(c3cc(F)ccc3C(=O)CCl)CC2)C2CNC2)c1,39,126
61,1,Direct acid -> amine (reductive),COc1ccc(O)c(NC2CNC2)c1,1,O=C(O)C1CCN1c1ccnc(F)c1,0.8383,COc1ccc(O)c(NC2CN(CC3CCN3c3ccnc(F)c3)C2)c1,40,139
62,1,Esterification,COc1ccc(O)c(NC2CNC2)c1,1,N[C@H](CNCC(=O)O)c1ccccc1,0.8128,COc1ccc(OC(=O)CNCC(N)c2ccccc2)c(NC2CNC2)c1,41,130
63,1,Reductive amination (aldehyde),COc1ccc(O)c(NC2CNC2)c1,1,COc1cc(C(F)(F)F)ccc1C=O,0.807,COc1ccc(O)c(N(Cc2ccc(C(F)(F)F)cc2OC)C2CNC2)c1,42,70
64,1,Esterification,COc1ccc(O)c(NC2CNC2)c1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.7923,COc1ccc(OC(=O)C(N)Cc2ccc(O)cc2)c(NC2CNC2)c1,43,130
65,1,Reductive amination (aldehyde),COc1ccc(O)c(NC2CNC2)c1,1,O=Cc1ccccc1NCCC(=O)O,0.7909,COc1ccc(O)c(N(Cc2ccccc2NCCC(=O)O)C2CNC2)c1,44,70
66,1,Direct acid -> amine (reductive),COc1ccc(O)c(NC2CNC2)c1,1,O=C(O)[C@H]1Cc2ccccc2C(c2c[nH]c3ccc(F)cc23)N1,0.7877,COc1ccc(O)c(NC2CN(CC3Cc4ccccc4C(c4c[nH]c5ccc(F)cc45)N3)C2)c1,45,139
67,1,Direct acid -> amine (reductive),COc1ccc(O)c(NC2CNC2)c1,1,C[C@@H](NCc1cccc(Br)c1)C(=O)O,0.7867,COc1ccc(O)c(NC2CN(CC(C)NCc3cccc(Br)c3)C2)c1,46,139
68,1,Direct acid -> amine (reductive),COc1ccc(O)c(NC2CNC2)c1,1,Cc1cc(N(C)CC(=O)O)cnc1F,0.7847,COc1ccc(O)c(N(CCN(C)c2cnc(F)c(C)c2)C2CNC2)c1,47,139
69,1,Reductive amination (aldehyde),COc1ccc(O)c(NC2CNC2)c1,1,O=Cc1c[nH]c2cc(Br)ccc12,0.7808,COc1ccc(O)c(NC2CN(Cc3c[nH]c4cc(Br)ccc34)C2)c1,48,70
70,1,Esterification,COc1ccc(O)c(NC2CNC2)c1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.7584,COc1ccc(OC(=O)C2Cc3ccccc3CN2)c(NC2CNC2)c1,49,130
71,1,Buchwald-Hartwig amination,COc1ccc(O)c(NC2CNC2)c1,1,C[C@@H](NCc1cccc(Br)c1)C(=O)O,0.7521,COc1ccc(O)c(N(c2cccc(CNC(C)C(=O)O)c2)C2CNC2)c1,50,114
72,1,Buchwald-Hartwig amination,COc1ccc(O)c(NC2CNC2)c1,1,N#Cc1cc(N)cc(Br)c1,0.7051,COc1ccc(O)c(N(c2cc(N)cc(C#N)c2)C2CNC2)c1,51,114
73,1,Urea formation (amine + amine),COc1ccc(O)c(NC2CNC2)c1,1,Fc1ccc2[nH]cc(CNC3CCC3)c2c1,0.7034,COc1ccc(O)c(N(C(=O)N(Cc2c[nH]c3ccc(F)cc23)C2CCC2)C2CNC2)c1,52,129
74,1,Direct acid -> amine (reductive),COc1ccc(O)c(NC2CNC2)c1,1,O=C(O)[C@@H]1CCCNC1,0.6571,COc1ccc(O)c(NC2CN(CC3CCCNC3)C2)c1,53,139
75,1,Direct acid -> amine (reductive),COc1ccc(O)c(NC2CNC2)c1,1,O=C(CCl)c1ccc(N2CC(C(=O)O)C2)cc1F,0.6511,COc1ccc(O)c(NC2CN(CC3CN(c4ccc(C(=O)CCl)c(F)c4)C3)C2)c1,54,139
76,1,Esterification,COc1ccc(O)c(NC2CNC2)c1,1,C[C@@H](NCc1cccc(Br)c1)C(=O)O,0.6459,COc1ccc(OC(=O)C(C)NCc2cccc(Br)c2)c(NC2CNC2)c1,55,130
77,1,Esterification,COc1ccc(O)c(NC2CNC2)c1,1,O=C(O)C1CCN1c1ccnc(F)c1,0.6431,COc1ccc(OC(=O)C2CCN2c2ccnc(F)c2)c(NC2CNC2)c1,56,130
78,1,Direct acid -> amine (reductive),COc1ccc(O)c(NC2CNC2)c1,1,Cc1cc(N(C)CC(=O)O)cnc1F,0.6199,COc1ccc(O)c(NC2CN(CCN(C)c3cnc(F)c(C)c3)C2)c1,57,139
79,1,Esterification,COc1ccc(O)c(NC2CNC2)c1,1,Nc1ccc(C(=O)O)cc1Br,0.6164,COc1ccc(OC(=O)c2ccc(N)c(Br)c2)c(NC2CNC2)c1,58,130
80,1,Direct acid -> amine (reductive),COc1ccc(O)c(NC2CNC2)c1,1,O=Cc1ccccc1NCCC(=O)O,0.6118,COc1ccc(O)c(NC2CN(CCCNc3ccccc3C=O)C2)c1,59,139
81,1,Buchwald-Hartwig amination,COc1ccc(O)c(NC2CNC2)c1,1,O=Cc1c[nH]c2ccc(Br)cc12,0.5925,COc1ccc(O)c(N(c2ccc3[nH]cc(C=O)c3c2)C2CNC2)c1,60,114
82,1,Direct acid -> amine (reductive),COc1ccc(O)c(NC2CNC2)c1,1,Nc1ccc(C(=O)O)cc1Br,0.5867,COc1ccc(O)c(NC2CN(Cc3ccc(N)c(Br)c3)C2)c1,61,139
83,1,Amide coupling,COc1ccc(O)c(NC2CNC2)c1,1,COc1ccccc1CNCC[C@H](N)C(=O)O,0.5679,COc1ccc(O)c(N(C(=O)C(N)CCNCc2ccccc2OC)C2CNC2)c1,62,79
84,1,Buchwald-Hartwig amination,COc1ccc(O)c(NC2CNC2)c1,1,O=Cc1cc(C(F)(F)F)ccc1Br,0.56,COc1ccc(O)c(N(c2ccc(C(F)(F)F)cc2C=O)C2CNC2)c1,63,114
85,1,Esterification,COc1ccc(O)c(NC2CNC2)c1,1,O=C(CCl)c1ccc(N2CC(C(=O)O)C2)cc1F,0.5112,COc1ccc(OC(=O)C2CN(c3ccc(C(=O)CCl)c(F)c3)C2)c(NC2CNC2)c1,64,130
86,1,Buchwald-Hartwig amination,COc1ccc(O)c(NC2CNC2)c1,1,Fc1cncc(Br)c1,0.51,COc1ccc(O)c(N(c2cncc(F)c2)C2CNC2)c1,65,114
87,1,Amide coupling,COc1ccc(O)c(NC2CNC2)c1,1,Nc1c(F)cccc1C(=O)O,0.5093,COc1ccc(O)c(N(C(=O)c2cccc(F)c2N)C2CNC2)c1,66,79
88,1,Esterification,COc1ccc(O)c(NC2CNC2)c1,1,NCCc1ccccc1N[C@@H](CO)C(=O)O,0.5,COc1ccc(OC(=O)C(CO)Nc2ccccc2CCN)c(NC2CNC2)c1,67,130
90,1,Buchwald-Hartwig amination,ClCC(Nc1cccc2cc[nH]c12)c1ccc(Br)cc1,2,NCCN1CCNCC1,0.9596,NCCN1CCN(c2ccc(C(CCl)Nc3cccc4cc[nH]c34)cc2)CC1,68,115
91,1,Urea formation (amine + amine),ClCC(Nc1cccc2cc[nH]c12)c1ccc(Br)cc1,1,NCCN1CCNCC1,0.9378,NCCN1CCN(C(=O)N(c2cccc3cc[nH]c23)C(CCl)c2ccc(Br)cc2)CC1,69,129
93,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,2,Brc1ccc2c(CNCc3ccccc3)c[nH]c2c1,0.9974,O=CCCN1CCCC1CN(Cc1ccccc1)Cc1c[nH]c2cc(Br)ccc12,70,138
94,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,1,NCCc1c[nH]c2ccc(O)cc12,0.997,O=CCCN1CCCC1CNCCc1c[nH]c2ccc(O)cc12,71,136
95,1,Amide coupling,O=CCCN1CCCC1C(=O)O,1,Nc1cc(Br)ccc1NCc1c[nH]c2ccc(F)cc12,0.9929,Nc1cc(Br)ccc1N(Cc1c[nH]c2ccc(F)cc12)C(=O)C1CCCN1CCC=O,72,78
96,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,1,Nc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,0.9928,Nc1c(Br)cccc1N(Cc1c[nH]c2ccc(Br)cc12)CC1CCCN1CCC=O,73,138
97,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,1,Nc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,0.9641,O=CCCN1CCCC1CNc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,74,136
98,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,1,COc1ccccc1CCN,0.9368,COc1ccccc1CCNCC1CCCN1CCC=O,75,136
99,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,1,Fc1ccc2[nH]cc(CNC3CCC3)c2c1,0.9308,O=CCCN1CCCC1CN(Cc1c[nH]c2ccc(F)cc12)C1CCC1,76,138
100,1,Amide coupling,O=CCCN1CCCC1C(=O)O,1,O=C(O)[C@H]1Cc2ccccc2C(c2c[nH]c3ccc(F)cc23)N1,0.9284,O=CCCN1CCCC1C(=O)N1C(C(=O)O)Cc2ccccc2C1c1c[nH]c2ccc(F)cc12,77,78
101,1,Pictet-Spengler cyclisation,O=CCCN1CCCC1C(=O)O,1,NCCc1ccc(O)cc1,0.9158,O=CCCN1CCCC1C1=NCCc2ccc(O)cc21,78,153
102,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,1,NCc1cccc(O)c1,0.9122,O=CCCN1CCCC1CNCc1cccc(O)c1,79,136
103,1,Pictet-Spengler cyclisation,O=CCCN1CCCC1C(=O)O,1,NCCc1ccc(O)cc1,0.9085,O=C(O)C1CCCN1CCC1NCCc2ccc(O)cc21,80,145
104,1,Amide coupling,O=CCCN1CCCC1C(=O)O,1,Nc1cc(Br)ccc1NCc1c[nH]c2ccc(F)cc12,0.8622,O=CCCN1CCCC1C(=O)Nc1cc(Br)ccc1NCc1c[nH]c2ccc(F)cc12,81,76
105,1,Reductive amination (aldehyde),O=CCCN1CCCC1C(=O)O,1,NCCc1ccc(O)cc1,0.8505,O=C(O)C1CCCN1CCCNCCc1ccc(O)cc1,82,69
106,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.8134,O=CCCN1CCCC1CNC(Cc1ccc(O)cc1)C(=O)O,83,136
107,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,1,NCc1c[nH]c2ccccc12,0.7714,O=CCCN1CCCC1CNCc1c[nH]c2ccccc12,84,136
108,1,Pictet-Spengler cyclisation,O=CCCN1CCCC1C(=O)O,1,COc1ccccc1CCN,0.7712,COc1cccc2c1CCN=C2C1CCCN1CCC=O,85,153
109,1,Reductive amination (aldehyde),O=CCCN1CCCC1C(=O)O,1,Fc1ccc2[nH]cc(CNC3CCC3)c2c1,0.7609,O=C(O)C1CCCN1CCCN(Cc1c[nH]c2ccc(F)cc12)C1CCC1,86,71
110,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,1,N#Cc1ccc(O)c(N)c1,0.7432,N#Cc1ccc(O)c(NCC2CCCN2CCC=O)c1,87,136
111,1,Pictet-Spengler cyclisation,O=CCCN1CCCC1C(=O)O,1,NCCc1c[nH]c2ccc(O)cc12,0.724,O=CCCN1CCCC1C1=NCCc2c1[nH]c1ccc(O)cc21,88,149
112,1,Pictet-Spengler cyclisation,O=CCCN1CCCC1C(=O)O,1,COc1ccccc1CCN,0.6528,COc1cccc2c1CCNC2CCN1CCCC1C(=O)O,89,145
113,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,1,C[C@@H](N)c1ccccc1,0.6445,CC(NCC1CCCN1CCC=O)c1ccccc1,90,136
114,1,Amide coupling,O=CCCN1CCCC1C(=O)O,1,NCCc1c[nH]c2ccccc12,0.5401,O=CCCN1CCCC1C(=O)NCCc1c[nH]c2ccccc12,91,76
115,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,1,Nc1cccc2cc[nH]c12,0.5335,O=CCCN1CCCC1CNc1cccc2cc[nH]c12,92,136
117,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,2,N#Cc1ccc2[nH]cc(CNc3ccc(Br)cc3)c2c1,0.997,CC(N)CN1CCCC(N(Cc2c[nH]c3ccc(C#N)cc23)c2ccc(Br)cc2)C1,93,75
118,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,1,O=C(O)[C@@H](NCc1c[nH]c2ccc(Br)cc12)c1ccccc1,0.9836,CC(N)CN1CCCC(N(Cc2c[nH]c3ccc(Br)cc23)C(C(=O)O)c2ccccc2)C1,94,75
119,1,Urea formation (amine + amine),CC(N)CN1CCCC(=O)C1,1,Nc1cc(Br)ccc1NCc1c[nH]c2ccc(F)cc12,0.9778,CC(CN1CCCC(=O)C1)NC(=O)N(Cc1c[nH]c2ccc(F)cc12)c1ccc(Br)cc1N,95,127
120,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,1,NCCc1ccc(O)cc1,0.912,CC(N)CN1CCCC(NCCc2ccc(O)cc2)C1,96,73
121,1,Direct acid -> amine (reductive),CC(N)CN1CCCC(=O)C1,1,O=C(O)CCNCc1c[nH]c2ccc(F)cc12,0.897,CC(CN1CCCC(=O)C1)NCCCNCc1c[nH]c2ccc(F)cc12,97,137
122,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,1,NCCc1c[nH]c2ccccc12,0.8861,CC(N)CN1CCCC(NCCc2c[nH]c3ccccc23)C1,98,73
123,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,1,NCCN1CCN(c2cc(F)ccc2C(=O)CCl)CC1,0.8854,CC(CN1CCCC(=O)C1)NC(CCl)c1ccc(F)cc1N1CCN(CCN)CC1,99,72
124,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,1,NCCN1CCN(c2cc(F)ccc2C(=O)CCl)CC1,0.8526,CC(N)CN1CCCC(NCCN2CCN(c3cc(F)ccc3C(=O)CCl)CC2)C1,100,73
125,1,Buchwald-Hartwig amination,CC(N)CN1CCCC(=O)C1,1,Brc1ccc2c(CNCc3ccccc3)c[nH]c2c1,0.8433,CC(CN1CCCC(=O)C1)Nc1ccc2c(CNCc3ccccc3)c[nH]c2c1,101,112
126,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,1,Nc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,0.836,CC(N)CN1CCCC(Nc2c(Br)cccc2NCc2c[nH]c3ccc(Br)cc23)C1,102,73
127,1,Direct acid -> amine (reductive),CC(N)CN1CCCC(=O)C1,1,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0.8184,CC(CN1CCCC(=O)C1)NCC(N)Cc1c[nH]c2ccccc12,103,137
128,1,Urea formation (amine + amine),CC(N)CN1CCCC(=O)C1,1,Brc1ccc2c(CNCc3ccccc3)c[nH]c2c1,0.7574,CC(CN1CCCC(=O)C1)NC(=O)N(Cc1ccccc1)Cc1c[nH]c2cc(Br)ccc12,104,127
129,1,Direct acid -> amine (reductive),CC(N)CN1CCCC(=O)C1,1,Nc1ccc(C(=O)O)cc1Br,0.7422,CC(CN1CCCC(=O)C1)NCc1ccc(N)c(Br)c1,105,137
130,1,Urea formation (amine + amine),CC(N)CN1CCCC(=O)C1,1,NCCc1c[nH]c2ccc(O)cc12,0.7346,CC(CN1CCCC(=O)C1)NC(=O)NCCc1c[nH]c2ccc(O)cc12,106,125
131,1,Direct acid -> amine (reductive),CC(N)CN1CCCC(=O)C1,1,O=C(O)C1CCN1c1ccnc(F)c1,0.725,CC(CN1CCCC(=O)C1)NCC1CCN1c1ccnc(F)c1,107,137
132,1,Buchwald-Hartwig amination,CC(N)CN1CCCC(=O)C1,1,Nc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,0.7248,CC(CN1CCCC(=O)C1)Nc1cccc(NCc2c[nH]c3ccc(Br)cc23)c1N,108,112
133,1,Direct acid -> amine (reductive),CC(N)CN1CCCC(=O)C1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.7177,CC(CN1CCCC(=O)C1)NCC1Cc2ccccc2CN1,109,137
134,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,1,N#Cc1cccc(C(=O)CBr)c1,0.6867,CC(CN1CCCC(=O)C1)NC(CBr)c1cccc(C#N)c1,110,72
135,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,1,O=C(CCl)c1ccc(Cl)c(Cl)c1,0.643,CC(CN1CCCC(=O)C1)NC(CCl)c1ccc(Cl)c(Cl)c1,111,72
136,1,Urea formation (amine + amine),CC(N)CN1CCCC(=O)C1,1,NCCN1CCN(c2cc(F)ccc2C(=O)CCl)CC1,0.6093,CC(CN1CCCC(=O)C1)NC(=O)NCCN1CCN(c2cc(F)ccc2C(=O)CCl)CC1,112,125
137,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,1,COc1ccccc1CN,0.5548,COc1ccccc1CNC1CCCN(CC(C)N)C1,113,73
140,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,3,O=C(O)CCNCc1c[nH]c2ccc(F)cc12,1.0,COc1ccccc1CCNCCN(CCCNCc1c[nH]c2ccc(F)cc12)C1CC1,114,139
141,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,Nc1ccc(C(=O)O)cc1Br,1.0,COc1ccccc1CCNCCN(Cc1ccc(N)c(Br)c1)C1CC1,115,139
142,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,O=C(O)C1CCN1c1ccnc(F)c1,1.0,COc1ccccc1CCNCCN(CC1CCN1c1ccnc(F)c1)C1CC1,116,139
143,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,Cc1cc(N(C)CC(=O)O)cnc1F,1.0,COc1ccccc1CCNCCN(CCN(C)c1cnc(F)c(C)c1)C1CC1,117,139
144,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0.9969,COc1ccccc1CCNCCN(CC(N)Cc1c[nH]c2ccccc12)C1CC1,118,139
145,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,C[C@@H](NCc1cccc(Br)c1)C(=O)O,0.9964,COc1ccccc1CCNCCN(CC(C)NCc1cccc(Br)c1)C1CC1,119,139
146,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,O=C(O)c1ccc(F)cc1,0.9954,COc1ccccc1CCN(CCNC1CC1)Cc1ccc(F)cc1,120,139
147,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.9826,COc1ccccc1CCNCCN(CC1Cc2ccccc2CN1)C1CC1,121,139
148,1,Direct acid -> amine (reductive),COc1ccccc1CCNCCNC1CC1,1,O=C(CCl)c1ccc(N2CC(C(=O)O)C2)cc1F,0.9766,COc1ccccc1CCNCCN(CC1CN(c2ccc(C(=O)CCl)c(F)c2)C1)C1CC1,122,139
