cum_reactions,n_reagents,named_reaction,parent,reactions_added,reagents,reward,smiles,step,template_id
46,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,1,NCCc1c[nH]c2ccc(O)cc12,0.997,O=CCCN1CCCC1CNCCc1c[nH]c2ccc(O)cc12,24,136
47,1,Amide coupling,O=CCCN1CCCC1C(=O)O,1,Nc1cc(Br)ccc1NCc1c[nH]c2ccc(F)cc12,0.9929,Nc1cc(Br)ccc1N(Cc1c[nH]c2ccc(F)cc12)C(=O)C1CCCN1CCC=O,25,78
48,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,1,Nc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,0.9928,Nc1c(Br)cccc1N(Cc1c[nH]c2ccc(Br)cc12)CC1CCCN1CCC=O,26,138
49,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,1,Nc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,0.9641,O=CCCN1CCCC1CNc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,27,136
50,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,1,COc1ccccc1CCN,0.9368,COc1ccccc1CCNCC1CCCN1CCC=O,28,136
51,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,1,Fc1ccc2[nH]cc(CNC3CCC3)c2c1,0.9308,O=CCCN1CCCC1CN(Cc1c[nH]c2ccc(F)cc12)C1CCC1,29,138
52,1,Amide coupling,O=CCCN1CCCC1C(=O)O,1,O=C(O)[C@H]1Cc2ccccc2C(c2c[nH]c3ccc(F)cc23)N1,0.9284,O=CCCN1CCCC1C(=O)N1C(C(=O)O)Cc2ccccc2C1c1c[nH]c2ccc(F)cc12,30,78
53,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,1,NCc1cccc(O)c1,0.9122,O=CCCN1CCCC1CNCc1cccc(O)c1,31,136
54,1,Amide coupling,O=CCCN1CCCC1C(=O)O,1,Nc1cc(Br)ccc1NCc1c[nH]c2ccc(F)cc12,0.8622,O=CCCN1CCCC1C(=O)Nc1cc(Br)ccc1NCc1c[nH]c2ccc(F)cc12,32,76
55,1,Reductive amination (aldehyde),O=CCCN1CCCC1C(=O)O,1,NCCc1ccc(O)cc1,0.8505,O=C(O)C1CCCN1CCCNCCc1ccc(O)cc1,33,69
56,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.8134,O=CCCN1CCCC1CNC(Cc1ccc(O)cc1)C(=O)O,34,136
57,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,1,NCc1c[nH]c2ccccc12,0.7714,O=CCCN1CCCC1CNCc1c[nH]c2ccccc12,35,136
58,1,Reductive amination (aldehyde),O=CCCN1CCCC1C(=O)O,1,Fc1ccc2[nH]cc(CNC3CCC3)c2c1,0.7609,O=C(O)C1CCCN1CCCN(Cc1c[nH]c2ccc(F)cc12)C1CCC1,36,71
59,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,1,N#Cc1ccc(O)c(N)c1,0.7432,N#Cc1ccc(O)c(NCC2CCCN2CCC=O)c1,37,136
60,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,1,C[C@@H](N)c1ccccc1,0.6445,CC(NCC1CCCN1CCC=O)c1ccccc1,38,136
61,1,Amide coupling,O=CCCN1CCCC1C(=O)O,1,NCCc1c[nH]c2ccccc12,0.5401,O=CCCN1CCCC1C(=O)NCCc1c[nH]c2ccccc12,39,76
62,1,Direct acid -> amine (reductive),O=CCCN1CCCC1C(=O)O,1,Nc1cccc2cc[nH]c12,0.5335,O=CCCN1CCCC1CNc1cccc2cc[nH]c12,40,136
64,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,2,N#Cc1ccc2[nH]cc(CNc3ccc(Br)cc3)c2c1,0.997,CC(N)CN1CCCC(N(Cc2c[nH]c3ccc(C#N)cc23)c2ccc(Br)cc2)C1,41,75
65,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,1,O=C(O)[C@@H](NCc1c[nH]c2ccc(Br)cc12)c1ccccc1,0.9836,CC(N)CN1CCCC(N(Cc2c[nH]c3ccc(Br)cc23)C(C(=O)O)c2ccccc2)C1,42,75
66,1,Urea formation (amine + amine),CC(N)CN1CCCC(=O)C1,1,Nc1cc(Br)ccc1NCc1c[nH]c2ccc(F)cc12,0.9778,CC(CN1CCCC(=O)C1)NC(=O)N(Cc1c[nH]c2ccc(F)cc12)c1ccc(Br)cc1N,43,127
67,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,1,NCCc1ccc(O)cc1,0.912,CC(N)CN1CCCC(NCCc2ccc(O)cc2)C1,44,73
68,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,1,NCCc1c[nH]c2ccccc12,0.8861,CC(N)CN1CCCC(NCCc2c[nH]c3ccccc23)C1,45,73
69,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,1,NCCN1CCN(c2cc(F)ccc2C(=O)CCl)CC1,0.8854,CC(CN1CCCC(=O)C1)NC(CCl)c1ccc(F)cc1N1CCN(CCN)CC1,46,72
70,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,1,NCCN1CCN(c2cc(F)ccc2C(=O)CCl)CC1,0.8526,CC(N)CN1CCCC(NCCN2CCN(c3cc(F)ccc3C(=O)CCl)CC2)C1,47,73
71,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,1,Nc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,0.836,CC(N)CN1CCCC(Nc2c(Br)cccc2NCc2c[nH]c3ccc(Br)cc23)C1,48,73
72,1,Urea formation (amine + amine),CC(N)CN1CCCC(=O)C1,1,Brc1ccc2c(CNCc3ccccc3)c[nH]c2c1,0.7574,CC(CN1CCCC(=O)C1)NC(=O)N(Cc1ccccc1)Cc1c[nH]c2cc(Br)ccc12,49,127
73,1,Urea formation (amine + amine),CC(N)CN1CCCC(=O)C1,1,NCCc1c[nH]c2ccc(O)cc12,0.7346,CC(CN1CCCC(=O)C1)NC(=O)NCCc1c[nH]c2ccc(O)cc12,50,125
74,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,1,N#Cc1cccc(C(=O)CBr)c1,0.6867,CC(CN1CCCC(=O)C1)NC(CBr)c1cccc(C#N)c1,51,72
75,1,Urea formation (amine + amine),CC(N)CN1CCCC(=O)C1,1,Nc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,0.6855,CC(CN1CCCC(=O)C1)NC(=O)Nc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,52,125
76,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,1,O=C(CCl)c1ccc(Cl)c(Cl)c1,0.643,CC(CN1CCCC(=O)C1)NC(CCl)c1ccc(Cl)c(Cl)c1,53,72
77,1,Urea formation (amine + amine),CC(N)CN1CCCC(=O)C1,1,NCCN1CCN(c2cc(F)ccc2C(=O)CCl)CC1,0.6093,CC(CN1CCCC(=O)C1)NC(=O)NCCN1CCN(c2cc(F)ccc2C(=O)CCl)CC1,54,125
78,1,Reductive amination (ketone),CC(N)CN1CCCC(=O)C1,1,COc1ccccc1CN,0.5548,COc1ccccc1CNC1CCCN(CC(C)N)C1,55,73
80,1,Direct acid -> amine (reductive),CN(CC(=O)O)CC1CCCN1,2,NCCc1c[nH]c2ccc(O)cc12,0.9867,CN(CCNCCc1c[nH]c2ccc(O)cc12)CC1CCCN1,56,136
81,1,Amide coupling,CN(CC(=O)O)CC1CCCN1,1,Brc1ccc2c(CNCc3ccccc3)c[nH]c2c1,0.9238,CN(CC(=O)N(Cc1ccccc1)Cc1c[nH]c2cc(Br)ccc12)CC1CCCN1,57,78
82,1,Direct acid -> amine (reductive),CN(CC(=O)O)CC1CCCN1,1,Nc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,0.9144,CN(CCNc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12)CC1CCCN1,58,136
83,1,Amide coupling,CN(CC(=O)O)CC1CCCN1,1,Fc1ccc2[nH]cc(CNC3CCC3)c2c1,0.8911,CN(CC(=O)N(Cc1c[nH]c2ccc(F)cc12)C1CCC1)CC1CCCN1,59,78
84,1,Direct acid -> amine (reductive),CN(CC(=O)O)CC1CCCN1,1,O=C(O)CCNCc1c[nH]c2ccc(F)cc12,0.8492,CN(CC(=O)O)CC1CCCN1CCCNCc1c[nH]c2ccc(F)cc12,60,139
85,1,Direct acid -> amine (reductive),CN(CC(=O)O)CC1CCCN1,1,NCc1ccc(O)cc1,0.7868,CN(CCNCc1ccc(O)cc1)CC1CCCN1,61,136
86,1,Direct acid -> amine (reductive),CN(CC(=O)O)CC1CCCN1,1,N#Cc1ccc(O)c(N)c1,0.6653,CN(CCNc1cc(C#N)ccc1O)CC1CCCN1,62,136
87,1,Direct acid -> amine (reductive),CN(CC(=O)O)CC1CCCN1,1,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0.6353,CN(CC(=O)O)CC1CCCN1CC(N)Cc1c[nH]c2ccccc12,63,139
88,1,Direct acid -> amine (reductive),CN(CC(=O)O)CC1CCCN1,1,NCc1c[nH]c2ccccc12,0.6061,CN(CCNCc1c[nH]c2ccccc12)CC1CCCN1,64,136
89,1,Direct acid -> amine (reductive),CN(CC(=O)O)CC1CCCN1,1,Nc1cccc2cc[nH]c12,0.5668,CN(CCNc1cccc2cc[nH]c12)CC1CCCN1,65,136
90,1,Direct acid -> amine (reductive),CN(CC(=O)O)CC1CCCN1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.5621,CN(CC(=O)O)CC1CCCN1CC1Cc2ccccc2CN1,66,139
91,1,Amide coupling,CN(CC(=O)O)CC1CCCN1,1,O=C(O)[C@H]1Cc2ccccc2C(c2c[nH]c3ccc(F)cc23)N1,0.5582,CN(CC(=O)O)CC1CCCN1C(=O)C1Cc2ccccc2C(c2c[nH]c3ccc(F)cc23)N1,67,79
93,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,2,NCc1cccc(O)c1,0.8432,Oc1cccc(CNCCNC2CCCNC2)c1,68,136
94,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,1,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0.7773,NC(Cc1c[nH]c2ccccc12)CN(CC(=O)O)C1CCCNC1,69,139
95,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,1,Nc1ccccc1O,0.6554,Oc1ccccc1NCCNC1CCCNC1,70,136
96,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,1,NCc1c[nH]c2ccccc12,0.5826,c1ccc2c(CNCCNC3CCCNC3)c[nH]c2c1,71,136
97,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.5742,O=C(O)CN(CC1Cc2ccccc2CN1)C1CCCNC1,72,139
98,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.57,O=C(O)C(Cc1ccc(O)cc1)NCCNC1CCCNC1,73,136
99,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,1,O=C(O)CCNCc1c[nH]c2ccc(F)cc12,0.5393,O=C(O)CCN(CCNC1CCCNC1)Cc1c[nH]c2ccc(F)cc12,74,138
100,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.5286,NC(Cc1ccc(O)cc1)CN1CCCC(NCC(=O)O)C1,75,139
101,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,1,NCCc1ccccc1,0.5168,c1ccc(CCNCCNC2CCCNC2)cc1,76,136
102,1,Direct acid -> amine (reductive),O=C(O)CNC1CCCNC1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.5102,O=C(O)CNC1CCCN(CC2Cc3ccccc3CN2)C1,77,139
104,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,2,Nc1cc(Br)ccc1NCc1c[nH]c2ccc(F)cc12,0.9958,Nc1cc(Br)ccc1N(Cc1c[nH]c2ccc(F)cc12)C1CN(C2CCNC2)C1,78,75
105,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,Brc1ccc2c(CNCc3ccccc3)c[nH]c2c1,0.9955,Brc1ccc2c(CN(Cc3ccccc3)C3CN(C4CCNC4)C3)c[nH]c2c1,79,75
106,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,NCCc1c[nH]c2ccc(O)cc12,0.9943,Oc1ccc2[nH]cc(CCNC3CN(C4CCNC4)C3)c2c1,80,73
107,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,NCc1cccc(O)c1,0.9186,Oc1cccc(CNC2CN(C3CCNC3)C2)c1,81,73
108,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,NCc1c[nH]c2ccccc12,0.8065,c1ccc2c(CNC3CN(C4CCNC4)C3)c[nH]c2c1,82,73
109,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,COc1ccccc1CCN,0.7929,COc1ccccc1CCNC1CN(C2CCNC2)C1,83,73
110,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.7616,O=C(O)C(Cc1ccc(O)cc1)NC1CN(C2CCNC2)C1,84,73
111,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,Nc1cccc2cc[nH]c12,0.7231,c1cc(NC2CN(C3CCNC3)C2)c2[nH]ccc2c1,85,73
112,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,N#Cc1ccc(O)c(N)c1,0.7189,N#Cc1ccc(O)c(NC2CN(C3CCNC3)C2)c1,86,73
113,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,Nc1ccccc1-n1cccc1,0.5912,c1ccc(-n2cccc2)c(NC2CN(C3CCNC3)C2)c1,87,73
114,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,Nc1ccnc2ccccc12,0.5459,c1ccc2c(NC3CN(C4CCNC4)C3)ccnc2c1,88,73
115,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,N#Cc1cc(N)cc(Br)c1,0.5167,N#Cc1cc(Br)cc(NC2CN(C3CCNC3)C2)c1,89,73
116,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,C[C@@H](N)c1ccccc1,0.5093,CC(NC1CN(C2CCNC2)C1)c1ccccc1,90,73
117,1,Reductive amination (ketone),O=C1CN(C2CCNC2)C1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.5068,O=C(O)C1Cc2ccccc2CN1C1CN(C2CCNC2)C1,91,75
119,1,Amide coupling,CN(CC(=O)O)C1CNC1,2,N#Cc1ccc2[nH]cc(CNc3ccc(Br)cc3)c2c1,0.9809,CN(CC(=O)N(Cc1c[nH]c2ccc(C#N)cc12)c1ccc(Br)cc1)C1CNC1,92,78
120,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,1,NCCc1c[nH]c2ccccc12,0.9355,CN(CCNCCc1c[nH]c2ccccc12)C1CNC1,93,136
121,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,1,NCCc1ccc(O)cc1,0.9199,CN(CCNCCc1ccc(O)cc1)C1CNC1,94,136
122,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,1,NCc1cccc(O)c1,0.8641,CN(CCNCc1cccc(O)c1)C1CNC1,95,136
123,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,1,COc1ccccc1CCN,0.7421,COc1ccccc1CCNCCN(C)C1CNC1,96,136
124,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,1,NCc1ccccc1O,0.73,CN(CCNCc1ccccc1O)C1CNC1,97,136
125,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.6114,CN(CCNC(Cc1ccc(O)cc1)C(=O)O)C1CNC1,98,136
126,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,1,Nc1ccccc1S,0.5537,CN(CCNc1ccccc1S)C1CNC1,99,136
127,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CNC1,1,COc1ccc(O)c(N)c1,0.5179,COc1ccc(O)c(NCCN(C)C2CNC2)c1,100,136
128,1,Amide coupling,CN(CC(=O)O)C1CNC1,1,O=C(O)CCNCc1c[nH]c2ccc(F)cc12,0.5,CN(CC(=O)N(CCC(=O)O)Cc1c[nH]c2ccc(F)cc12)C1CNC1,101,78
130,1,Reductive amination (aldehyde),O=CCNC1CC1,2,NCCc1ccc(O)cc1,0.9412,Oc1ccc(CCNCCNC2CC2)cc1,102,69
131,1,Reductive amination (aldehyde),O=CCNC1CC1,1,NCc1ccccc1O,0.5991,Oc1ccccc1CNCCNC1CC1,103,69
133,1,Amide coupling,O=C(O)C1CCCN1C1CNC1,2,Brc1ccc2c(CNCc3ccccc3)c[nH]c2c1,0.9825,O=C(C1CCCN1C1CNC1)N(Cc1ccccc1)Cc1c[nH]c2cc(Br)ccc12,104,78
134,1,Direct acid -> amine (reductive),O=C(O)C1CCCN1C1CNC1,1,NCCc1ccc(O)cc1,0.9525,Oc1ccc(CCNCC2CCCN2C2CNC2)cc1,105,136
135,1,Amide coupling,O=C(O)C1CCCN1C1CNC1,1,O=C(O)[C@@H](NCc1c[nH]c2ccc(Br)cc12)c1ccccc1,0.9122,O=C(O)C(c1ccccc1)N(Cc1c[nH]c2ccc(Br)cc12)C(=O)C1CCCN1C1CNC1,106,78
136,1,Amide coupling,O=C(O)C1CCCN1C1CNC1,1,Fc1ccc2[nH]cc(CNC3CCC3)c2c1,0.8861,O=C(C1CCCN1C1CNC1)N(Cc1c[nH]c2ccc(F)cc12)C1CCC1,107,78
137,1,Direct acid -> amine (reductive),O=C(O)C1CCCN1C1CNC1,1,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0.8343,O=C(O)C(Cc1c[nH]c2ccccc12)NCC1CCCN1C1CNC1,108,136
138,1,Direct acid -> amine (reductive),O=C(O)C1CCCN1C1CNC1,1,COc1ccc(O)c(N)c1,0.8223,COc1ccc(O)c(NCC2CCCN2C2CNC2)c1,109,136
139,1,Amide coupling,O=C(O)C1CCCN1C1CNC1,1,NCCc1ccc(O)cc1,0.8053,O=C(NCCc1ccc(O)cc1)C1CCCN1C1CNC1,110,76
140,1,Direct acid -> amine (reductive),O=C(O)C1CCCN1C1CNC1,1,Nc1ccnc2ccccc12,0.7439,c1ccc2c(NCC3CCCN3C3CNC3)ccnc2c1,111,136
141,1,Direct acid -> amine (reductive),O=C(O)C1CCCN1C1CNC1,1,COc1cccc(CN)c1,0.7136,COc1cccc(CNCC2CCCN2C2CNC2)c1,112,136
142,1,Amide coupling,O=C(O)C1CCCN1C1CNC1,1,NCc1c[nH]c2ccccc12,0.687,O=C(NCc1c[nH]c2ccccc12)C1CCCN1C1CNC1,113,76
143,1,Direct acid -> amine (reductive),O=C(O)C1CCCN1C1CNC1,1,Nc1ccccc1-n1cccc1,0.6725,c1ccc(-n2cccc2)c(NCC2CCCN2C2CNC2)c1,114,136
144,1,Direct acid -> amine (reductive),O=C(O)C1CCCN1C1CNC1,1,N#Cc1ccc(N)c(N)c1,0.6451,N#Cc1ccc(NCC2CCCN2C2CNC2)c(N)c1,115,136
145,1,Direct acid -> amine (reductive),O=C(O)C1CCCN1C1CNC1,1,Nc1cccc(Br)c1N,0.5984,Nc1cccc(Br)c1NCC1CCCN1C1CNC1,116,136
146,1,Direct acid -> amine (reductive),O=C(O)C1CCCN1C1CNC1,1,C[C@@H](N)c1ccccc1,0.5886,CC(NCC1CCCN1C1CNC1)c1ccccc1,117,136
147,1,Direct acid -> amine (reductive),O=C(O)C1CCCN1C1CNC1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.5756,O=C(O)C1Cc2ccccc2CN1CC1CCCN1C1CNC1,118,138
149,1,Buchwald-Hartwig amination,COc1ccccc1CCNCc1ccc(N)c(Br)c1,2,NCCN1CCNCC1,0.9932,COc1ccccc1CCNCc1ccc(N)c(N2CCN(CCN)CC2)c1,119,115
150,1,Urea formation (amine + amine),COc1ccccc1CCNCc1ccc(N)c(Br)c1,1,NCCN1CCNCC1,0.882,COc1ccccc1CCN(Cc1ccc(N)c(Br)c1)C(=O)NCCN1CCNCC1,120,126
151,1,Urea formation (amine + amine),COc1ccccc1CCNCc1ccc(N)c(Br)c1,1,NCCN1CCNCC1,0.8689,COc1ccccc1CCNCc1ccc(NC(=O)NCCN2CCNCC2)c(Br)c1,121,125
152,1,Buchwald-Hartwig amination,COc1ccccc1CCNCc1ccc(N)c(Br)c1,1,NC12CC(C1)C2,0.8102,COc1ccccc1CCNCc1ccc(N)c(NC23CC(C2)C3)c1,122,113
153,1,Buchwald-Hartwig amination,COc1ccccc1CCNCc1ccc(N)c(Br)c1,1,Fc1ccc2[nH]cc(CNC3CCC3)c2c1,0.682,COc1ccccc1CCNCc1ccc(N)c(N(Cc2c[nH]c3ccc(F)cc23)C2CCC2)c1,123,115
155,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCCN1,2,O=C(O)CCNCc1c[nH]c2ccc(F)cc12,1.0,COc1ccccc1CCN(CCCNCc1c[nH]c2ccc(F)cc12)CC1CCCN1,124,139
156,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCCN1,1,O=C(O)C1CCN1c1ccnc(F)c1,1.0,COc1ccccc1CCN(CC1CCCN1)CC1CCN1c1ccnc(F)c1,125,139
157,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCCN1,1,Nc1ccc(C(=O)O)cc1Br,1.0,COc1ccccc1CCN(Cc1ccc(N)c(Br)c1)CC1CCCN1,126,139
158,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCCN1,1,Cc1cc(N(C)CC(=O)O)cnc1F,0.9967,COc1ccccc1CCN(CCN(C)c1cnc(F)c(C)c1)CC1CCCN1,127,139
159,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCCN1,1,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0.987,COc1ccccc1CCN(CC(N)Cc1c[nH]c2ccccc12)CC1CCCN1,128,139
